ID,App,Workstream,Status,Priority,Phase,Target Window,Owner,Customer Outcome,Step-by-Step Tasks,Dependencies,Capability Keys,Usage Meters,Events,Artifacts,Acceptance Criteria,Verification,Evidence / Agent Notes,Research Basis,Competitive Angle,Risks / Controls
ELK-ORCA-PROD-075,Orca,Code Review Workflow,Proposed,P0,6 - Coding Product Workflows,Week 9-10,Orca Agent,Customers can rely on code review workflow as part of a governed Orca execution runtime.,Define the production contract for Code Review Workflow; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Context index; eval/report,orca.code_review,orca.code_review.usage,orca.code_review_completed,orca.review_report,"Code Review Workflow is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Code review tests pass.,Pending implementation.,"Codex, Copilot, Devin, Cursor, and Sourcegraph converge around repo context, patches, tests, and PR-ready reports.",Orca delivers code/product work with evidence and approvals.,Patch/test/report workflows must respect sandbox and handoff boundaries.
ELK-ORCA-PROD-076,Orca,Security Review Workflow,Proposed,P0,6 - Coding Product Workflows,Week 9-10,Security Agent,Customers can rely on security review workflow as part of a governed Orca execution runtime.,Define the production contract for Security Review Workflow; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Code review; secret guard,orca.security_review,orca.security_review.usage,orca.security_review_completed,security.review_report,"Security Review Workflow is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Security review tests pass.,Pending implementation.,"Codex, Copilot, Devin, Cursor, and Sourcegraph converge around repo context, patches, tests, and PR-ready reports.",Orca delivers code/product work with evidence and approvals.,Patch/test/report workflows must respect sandbox and handoff boundaries.
ELK-ORCA-PROD-077,Orca,Docs Generation Workflow,Proposed,P1,6 - Coding Product Workflows,Week 9-10,Orca Agent,Customers can rely on docs generation workflow as part of a governed Orca execution runtime.,Define the production contract for Docs Generation Workflow; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Patch artifact; reports,orca.docs,orca.docs.usage,orca.docs_generated,docs.report,"Docs Generation Workflow is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Docs workflow tests pass.,Pending implementation.,"Codex, Copilot, Devin, Cursor, and Sourcegraph converge around repo context, patches, tests, and PR-ready reports.",Orca delivers code/product work with evidence and approvals.,Patch/test/report workflows must respect sandbox and handoff boundaries.
ELK-ORCA-PROD-078,Orca,Product Builder Workflow,Proposed,P1,6 - Coding Product Workflows,Week 9-10,Product Agent,Customers can rely on product builder workflow as part of a governed Orca execution runtime.,Define the production contract for Product Builder Workflow; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Coding workflow; Studio/Omni handoffs,orca.product_builder,orca.product_builder.usage,orca.product_workflow_completed,product.build_report,"Product Builder Workflow is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Manual product workflow smoke.,Pending implementation.,"Codex, Copilot, Devin, Cursor, and Sourcegraph converge around repo context, patches, tests, and PR-ready reports.",Orca delivers code/product work with evidence and approvals.,Patch/test/report workflows must respect sandbox and handoff boundaries.
ELK-ORCA-PROD-079,Orca,Studio Handoff,Proposed,P0,6 - Coding Product Workflows,Week 9-10,Studio Agent; Orca Agent,Customers can rely on studio handoff as part of a governed Orca execution runtime.,Define the production contract for Studio Handoff; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Studio roadmap,orca.handoff.studio,orca.handoff.studio.usage,orca.studio_handoff_received; orca.result_returned,studio.handoff_ref,"Studio Handoff is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Synthetic handoff test passes.,Pending implementation.,"Codex, Copilot, Devin, Cursor, and Sourcegraph converge around repo context, patches, tests, and PR-ready reports.",Orca delivers code/product work with evidence and approvals.,Patch/test/report workflows must respect sandbox and handoff boundaries.
ELK-ORCA-PROD-080,Orca,Omni Handoff,Proposed,P0,6 - Coding Product Workflows,Week 9-10,Omni Agent; Orca Agent,Customers can rely on omni handoff as part of a governed Orca execution runtime.,Define the production contract for Omni Handoff; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Omni roadmap,orca.handoff.omni,orca.handoff.omni.usage,orca.omni_handoff_received; orca.result_returned,omni.handoff_ref,"Omni Handoff is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Synthetic Omni handoff test passes.,Pending implementation.,"Codex, Copilot, Devin, Cursor, and Sourcegraph converge around repo context, patches, tests, and PR-ready reports.",Orca delivers code/product work with evidence and approvals.,Patch/test/report workflows must respect sandbox and handoff boundaries.
ELK-ORCA-PROD-081,Orca,Trace IDs,Proposed,P0,7 - Observability Eval Audit,Week 11-12,Orca Agent,Customers can rely on trace ids as part of a governed Orca execution runtime.,Define the production contract for Trace IDs; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Logging; run model,orca.tracing,orca.tracing.usage,orca.trace_created,trace.record,"Trace IDs is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Trace tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-082,Orca,Tamper Evident Audit,Proposed,P0,7 - Observability Eval Audit,Week 11-12,Security Agent,Customers can rely on tamper evident audit as part of a governed Orca execution runtime.,Define the production contract for Tamper Evident Audit; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Audit modules,orca.audit,orca.audit.usage,orca.audit_recorded,audit.log,"Tamper Evident Audit is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Audit verify tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-083,Orca,Read Only Events Feed,Proposed,P0,7 - Observability Eval Audit,Week 11-12,Orca Agent,Customers can rely on read only events feed as part of a governed Orca execution runtime.,Define the production contract for Read Only Events Feed; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Event contracts,orca.events,orca.events.usage,orca.events_listed,event.page,"Read Only Events Feed is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Event feed tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-084,Orca,Metrics Dashboard API,Proposed,P1,7 - Observability Eval Audit,Week 11-12,Orca Agent,Customers can rely on metrics dashboard api as part of a governed Orca execution runtime.,Define the production contract for Metrics Dashboard API; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Usage meters; traces,orca.metrics,orca.metrics.usage,orca.metric_recorded,metric.record,"Metrics Dashboard API is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Metrics tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-085,Orca,Evaluation Suites,Proposed,P0,7 - Observability Eval Audit,Week 11-12,QA Agent,Customers can rely on evaluation suites as part of a governed Orca execution runtime.,Define the production contract for Evaluation Suites; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Coding workflows; policy tests,orca.evals,orca.evals.usage,orca.eval_completed,eval.report,"Evaluation Suites is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Eval suite passes in fake/local mode.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-086,Orca,Agent Leaderboard,Proposed,P1,7 - Observability Eval Audit,Week 11-12,Orca Agent,Customers can rely on agent leaderboard as part of a governed Orca execution runtime.,Define the production contract for Agent Leaderboard; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Metrics; agent registry,orca.agents,orca.agents.usage,orca.agent_score_updated,agent.scorecard,"Agent Leaderboard is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Leaderboard tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-087,Orca,Report Builder,Proposed,P0,7 - Observability Eval Audit,Week 11-12,Orca Agent,Customers can rely on report builder as part of a governed Orca execution runtime.,Define the production contract for Report Builder; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Artifacts; traces,orca.reports,orca.reports.usage,orca.report_created,orca.report,"Report Builder is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Report tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-088,Orca,Log Export,Proposed,P1,7 - Observability Eval Audit,Week 11-12,Orca Agent,Customers can rely on log export as part of a governed Orca execution runtime.,Define the production contract for Log Export; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Logging; audit,orca.logs,orca.logs.usage,orca.log_exported,log.export,"Log Export is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Log export tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-089,Orca,Incident Postmortem,Proposed,P0,7 - Observability Eval Audit,Week 11-12,Security Agent,Customers can rely on incident postmortem as part of a governed Orca execution runtime.,Define the production contract for Incident Postmortem; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Reports; incidents,orca.incidents,orca.incidents.usage,orca.postmortem_created,postmortem.report,"Incident Postmortem is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Postmortem tests pass.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-090,Orca,Performance Load Tests,Proposed,P1,7 - Observability Eval Audit,Week 11-12,QA Agent,Customers can rely on performance load tests as part of a governed Orca execution runtime.,Define the production contract for Performance Load Tests; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Load test scripts,orca.performance,orca.performance.usage,orca.benchmark_completed,benchmark.report,"Performance Load Tests is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",npm run test:load smoke passes.,Pending implementation.,"Enterprise coding agents need traces, metrics, reports, evals, and audit to be trusted.",Orca competes through evidence and measured execution quality.,"Raw code, secrets, and private prompts are redacted from default telemetry."
ELK-ORCA-PROD-091,Orca,RBAC Admin Controls,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Security Agent,Customers can rely on rbac admin controls as part of a governed Orca execution runtime.,Define the production contract for RBAC Admin Controls; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Auth/RBAC modules,orca.rbac,orca.rbac.usage,orca.rbac_denied; orca.rbac_allowed,rbac.policy,"RBAC Admin Controls is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",RBAC tests pass.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-092,Orca,Quotas Rate Limits,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Orca Agent,Customers can rely on quotas rate limits as part of a governed Orca execution runtime.,Define the production contract for Quotas Rate Limits; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Billing/quotas modules,orca.quotas,orca.quotas.usage,orca.quota_exceeded,quota.record,"Quotas Rate Limits is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Quota tests pass.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-093,Orca,Provider Privacy Policy,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Security Agent,Customers can rely on provider privacy policy as part of a governed Orca execution runtime.,Define the production contract for Provider Privacy Policy; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Model routing; secrets guard,orca.providers,orca.providers.usage,orca.provider_policy_updated,provider.policy,"Provider Privacy Policy is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Provider policy tests pass.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-094,Orca,Compliance Readiness Report,Proposed,P1,8 - Enterprise Governance Release,Week 12-15,Security Agent,Customers can rely on compliance readiness report as part of a governed Orca execution runtime.,Define the production contract for Compliance Readiness Report; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,NIST AI RMF; security controls,orca.compliance,orca.compliance.usage,orca.compliance_report_created,compliance.report,"Compliance Readiness Report is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Report review passes.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-095,Orca,Production Documentation,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Documentation Agent,Customers can rely on production documentation as part of a governed Orca execution runtime.,Define the production contract for Production Documentation; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Implemented features,orca.docs,orca.docs.usage,orca.docs_updated,docs.orca,"Production Documentation is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Documentation review passes.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-096,Orca,Package Release Gate,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Release Agent,Customers can rely on package release gate as part of a governed Orca execution runtime.,Define the production contract for Package Release Gate; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,App scripts; docs,orca.release,orca.release.usage,orca.release_checked,release.report,"Package Release Gate is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",cd elkhedr-orca && npm run manifest && npm test,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-097,Orca,Beta Pilot Pack,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Product Agent,Customers can rely on beta pilot pack as part of a governed Orca execution runtime.,Define the production contract for Beta Pilot Pack; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Docs; eval suites,orca.beta,orca.beta.usage,orca.beta_started,beta.pack,"Beta Pilot Pack is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Beta dry run passes with synthetic data.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-098,Orca,Launch Checklist,Proposed,P0,8 - Enterprise Governance Release,Week 12-15,Coordinator Agent,Customers can rely on launch checklist as part of a governed Orca execution runtime.,Define the production contract for Launch Checklist; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,All P0 tasks,orca.launch,orca.launch.usage,orca.launch_checked,launch.memo,"Launch Checklist is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Go/no-go memo has evidence for each P0 requirement.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
ELK-ORCA-PROD-099,Orca,Post Launch KPIs,Proposed,P1,8 - Enterprise Governance Release,Week 12-15,Product Agent,Customers can rely on post launch kpis as part of a governed Orca execution runtime.,Define the production contract for Post Launch KPIs; implement or verify the runtime path; add synthetic fixtures and negative tests; document operator behavior; update this CSV row with evidence after verification.,Metrics; usage meters,orca.analytics,orca.analytics.usage,orca.kpi_report_created,kpi.report,"Post Launch KPIs is implemented, documented, tested, emits the expected events/artifacts, and cannot bypass approval, sandbox, audit, or standalone boundary rules.",Generate first synthetic KPI report.,Pending implementation.,"Agent adoption in enterprises depends on governance, identity, quotas, docs, and launch evidence.","Orca becomes client-ready through controls, not autonomy claims.","Release blocks on approval bypass, sandbox, secret, MCP, or data-loss findings."
